,_id,ltable_ID,rtable_ID,ltable_name,ltable_category,ltable_developer,ltable_rating,rtable_name,rtable_category,rtable_developer,rtable_rating
38424,38424,a3392,b3168,Kids Dinosaur Games: Puzzles,Education,Scott Adelman Apps Inc,3.8,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
38426,38426,a3531,b3168,Kids Preschool Puzzles,Educational,Intellijoy Educational Games for Kids,4.6,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
38431,38431,a3591,b3168,Coloring games for kids animal,Casual,2bros - games for kids,4.3,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
38434,38434,a3621,b3168,Birthday party: Games for kids,Educational,Preschool & Kindergarten Learning Kids Games,4,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
38436,38436,a3625,b3168,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
38437,38437,a3627,b3168,Kids Learn Shapes FREE,Educational,Intellijoy Educational Games for Kids,3.8,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
38440,38440,a1738,b3168,Kids Spelling Games,Educational,Penguin Apps,4.1,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
38581,38581,a2741,b3171,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,Colorin - The fun free coloring in book logo quiz game for adults,Entertainment,Poptacular Ltd,4.28571
38607,38607,a3236,b3171,Snake Fun Game,Casual,Pixotri Technologies Pvt Ltd,4.1,Colorin - The fun free coloring in book logo quiz game for adults,Entertainment,Poptacular Ltd,4.28571
38627,38627,a1502,b3171,100 PICS Quiz - free quizzes,Trivia,Poptacular,4.3,Colorin - The fun free coloring in book logo quiz game for adults,Entertainment,Poptacular Ltd,4.28571
38738,38738,a2306,b3174,Best Dress Up and Makeup Games,Casual,Best Girls Dress Up Makeup and Nail Manicure Games,3.8,iRoll Up Friends: Multiplayer Rolling and Smoking Simulator Game,Inc.,"Tapgang Apps and Games, Inc.",3.125
38739,38739,a2332,b3174,Covet Fashion - Dress Up Game,Casual,Crowdstar Inc,4.1,iRoll Up Friends: Multiplayer Rolling and Smoking Simulator Game,Inc.,"Tapgang Apps and Games, Inc.",3.125
38820,38820,a231,b3176,Infinite Word Search Puzzles,Word,"Random Logic Games, LLC",4.4,Infinite Word Search Puzzles - Word Find Pro,Trivia,"Conversion, LLC",3.71429
38992,38992,a3591,b3188,Coloring games for kids animal,Casual,2bros - games for kids,4.3,Christmas Food Fever Cooking Maker Kids Games,Fancy Quiz Games,Fancy Quiz Games,3.82545
38994,38994,a3621,b3188,Birthday party: Games for kids,Educational,Preschool & Kindergarten Learning Kids Games,4,Christmas Food Fever Cooking Maker Kids Games,Fancy Quiz Games,Fancy Quiz Games,3.82545
38995,38995,a3625,b3188,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Christmas Food Fever Cooking Maker Kids Games,Fancy Quiz Games,Fancy Quiz Games,3.82545
38997,38997,a1120,b3188,Savanna - Coloring Games Kids,Educational,MagisterApp - Educational Games for kids,3.9,Christmas Food Fever Cooking Maker Kids Games,Fancy Quiz Games,Fancy Quiz Games,3.82545
39002,39002,a1129,b3188,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Christmas Food Fever Cooking Maker Kids Games,Fancy Quiz Games,Fancy Quiz Games,3.82545
39003,39003,a1135,b3188,Dino Puzzle Games for Kids,Puzzle,Tiltan Games,4,Christmas Food Fever Cooking Maker Kids Games,Fancy Quiz Games,Fancy Quiz Games,3.82545
39025,39025,a2933,b3188,Kids Shopping Games,Educational,Hippo Kids Games,4.2,Christmas Food Fever Cooking Maker Kids Games,Fancy Quiz Games,Fancy Quiz Games,3.82545
39032,39032,a3583,b3188,Colors Matching Games for Kids,Educational,Eggroll Games,4.3,Christmas Food Fever Cooking Maker Kids Games,Fancy Quiz Games,Fancy Quiz Games,3.82545
39033,39033,a756,b3189,Bike Race Pro by T. F. Games,Racing,Top Free Games.,4.7,Close Up Music Stars by Mediaflex Games,Mediaflex Games,Mediaflex Games,4.51999
39034,39034,a2306,b3189,Best Dress Up and Makeup Games,Casual,Best Girls Dress Up Makeup and Nail Manicure Games,3.8,Close Up Music Stars by Mediaflex Games,Mediaflex Games,Mediaflex Games,4.51999
39159,39159,a2624,b3202,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,Top Quiz by Top Free Games,Top Free Games,Top Free Games,3.51899
39164,39164,a756,b3202,Bike Race Pro by T. F. Games,Racing,Top Free Games.,4.7,Top Quiz by Top Free Games,Top Free Games,Top Free Games,3.51899
39288,39288,a1538,b3205,Trivia Crack,Trivia,Etermax,4.5,Trivia Crack (Ad Free),Entertainment,Etermax,none
39289,39289,a265,b3205,Word Crack Free,Word,Etermax,4.2,Trivia Crack (Ad Free),Entertainment,Etermax,none
39290,39290,a1515,b3205,Trivia Crack Kingdoms,Trivia,Etermax,4.4,Trivia Crack (Ad Free),Entertainment,Etermax,none
39291,39291,a1523,b3205,Trivia Crack (Ad free),Trivia,Etermax,4.6,Trivia Crack (Ad Free),Entertainment,Etermax,none
39388,39388,a1482,b3208,Guess the GIF,Trivia,"Random Logic Games, LLC",4.3,Guess the Color - ColorMania,Trivia,Potato Powered Games Ltd,4.32785
39389,39389,a1484,b3208,Guess The Movie & Character,Trivia,Guess The Movie Logo Quiz Games,4.1,Guess the Color - ColorMania,Trivia,Potato Powered Games Ltd,4.32785
39393,39393,a1501,b3208,Guess the Word,Word,"Random Logic Games, LLC",4.2,Guess the Color - ColorMania,Trivia,Potato Powered Games Ltd,4.32785
39394,39394,a1504,b3208,Guess The Emoji,Word,"Random Logic Games, LLC",4.4,Guess the Color - ColorMania,Trivia,Potato Powered Games Ltd,4.32785
39395,39395,a1508,b3208,Guess The Movie Quiz,Trivia,bubble quiz games,4.1,Guess the Color - ColorMania,Trivia,Potato Powered Games Ltd,4.32785
39415,39415,a1482,b3209,Guess the GIF,Trivia,"Random Logic Games, LLC",4.3,Guess The Song Game - Music pop quiz,Music,W8 LLC,4.64055
39419,39419,a1504,b3209,Guess The Emoji,Word,"Random Logic Games, LLC",4.4,Guess The Song Game - Music pop quiz,Music,W8 LLC,4.64055
39426,39426,a1501,b3209,Guess the Word,Word,"Random Logic Games, LLC",4.2,Guess The Song Game - Music pop quiz,Music,W8 LLC,4.64055
39474,39474,a1504,b3212,Guess The Emoji,Word,"Random Logic Games, LLC",4.4,Guess the movie (pop quiz trivia guessing Games)!,Trivia,Applewood Apps LLC,4.69227
39477,39477,a1482,b3212,Guess the GIF,Trivia,"Random Logic Games, LLC",4.3,Guess the movie (pop quiz trivia guessing Games)!,Trivia,Applewood Apps LLC,4.69227
39481,39481,a1499,b3212,Pictoword: Word Guessing Games,Word,Kooapps LLC,4.7,Guess the movie (pop quiz trivia guessing Games)!,Trivia,Applewood Apps LLC,4.69227
39482,39482,a1501,b3212,Guess the Word,Word,"Random Logic Games, LLC",4.2,Guess the movie (pop quiz trivia guessing Games)!,Trivia,Applewood Apps LLC,4.69227
39523,39523,a1538,b3215,Trivia Crack,Trivia,Etermax,4.5,Trivia Crack Kingdoms,Entertainment,Etermax,3.60714
39524,39524,a1515,b3215,Trivia Crack Kingdoms,Trivia,Etermax,4.4,Trivia Crack Kingdoms,Entertainment,Etermax,3.60714
39525,39525,a1523,b3215,Trivia Crack (Ad free),Trivia,Etermax,4.6,Trivia Crack Kingdoms,Entertainment,Etermax,3.60714
39527,39527,a1482,b3216,Guess the GIF,Trivia,"Random Logic Games, LLC",4.3,Guess The 90's!,Puzzle,"Conversion, LLC",4.03251
39532,39532,a1501,b3216,Guess the Word,Word,"Random Logic Games, LLC",4.2,Guess The 90's!,Puzzle,"Conversion, LLC",4.03251
39533,39533,a1504,b3216,Guess The Emoji,Word,"Random Logic Games, LLC",4.4,Guess The 90's!,Puzzle,"Conversion, LLC",4.03251
39563,39563,a1520,b3220,Guess The Movie \u00ae - Full,Trivia,June Software Inc,4.5,SongPop 2 - Guess The Song,Music,FreshPlanet Inc.,3.84545
39567,39567,a1499,b3222,Pictoword: Word Guessing Games,Word,Kooapps LLC,4.7,Celebrity Guess (guessing Celebrities quiz games),Trivia,Applewood Apps LLC,4.69166
39577,39577,a1514,b3224,Family Feud\u00ae 2,Trivia,Ludia Inc.,4.1,Family Feud 2,Entertainment,Ludia,3.69206
39647,39647,a1538,b3230,Trivia Crack,Trivia,Etermax,4.5,Trivia Crack,Family,Etermax,3.82813
39648,39648,a1515,b3230,Trivia Crack Kingdoms,Trivia,Etermax,4.4,Trivia Crack,Family,Etermax,3.82813
39649,39649,a1523,b3230,Trivia Crack (Ad free),Trivia,Etermax,4.6,Trivia Crack,Family,Etermax,3.82813
39651,39651,a24,b3231,Word Wall - Association Game,Word,MochiBits,4,4 Words- Free Word Association Game,Education,"MochiBits, LLC",4.42514
39656,39656,a183,b3231,Word to Word: Association Game,Word,MochiBits,4.3,4 Words- Free Word Association Game,Education,"MochiBits, LLC",4.42514
39679,39679,a3648,b3231,Popping Wrap Game Free,Simulation,DPoisn LLC,2.8,4 Words- Free Word Association Game,Education,"MochiBits, LLC",4.42514
39695,39695,a231,b3233,Infinite Word Search Puzzles,Word,"Random Logic Games, LLC",4.4,Word Search 365 Free,Board,"Rhock &amp; Rholl Studios, LLC",4.56667
39745,39745,a3118,b3236,Word Search,Word,MetaFun Games,4.5,Word Crush - Word Search Brain Training Free Games,Mediaflex Games,Mediaflex Games,4.09293
39746,39746,a2624,b3236,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,Word Crush - Word Search Brain Training Free Games,Mediaflex Games,Mediaflex Games,4.09293
39747,39747,a1806,b3236,Brain Age Test Free,Puzzle,Best Free Addictive Games Brain Game Factory,4.2,Word Crush - Word Search Brain Training Free Games,Mediaflex Games,Mediaflex Games,4.09293
39758,39758,a3786,b3236,Lost Dots - Best Brain Games,Puzzle,Webelinx Games,4,Word Crush - Word Search Brain Training Free Games,Mediaflex Games,Mediaflex Games,4.09293
39759,39759,a231,b3236,Infinite Word Search Puzzles,Word,"Random Logic Games, LLC",4.4,Word Crush - Word Search Brain Training Free Games,Mediaflex Games,Mediaflex Games,4.09293
39815,39815,a1482,b3238,Guess the GIF,Trivia,"Random Logic Games, LLC",4.3,"Guess The Brand Game - #1 Logotype pop quiz and trivia to test who knows what's that food, car or fashion company logo!",Word,Lucerotech LLC,4.67694
39824,39824,a1504,b3238,Guess The Emoji,Word,"Random Logic Games, LLC",4.4,"Guess The Brand Game - #1 Logotype pop quiz and trivia to test who knows what's that food, car or fashion company logo!",Word,Lucerotech LLC,4.67694
39835,39835,a1501,b3238,Guess the Word,Word,"Random Logic Games, LLC",4.2,"Guess The Brand Game - #1 Logotype pop quiz and trivia to test who knows what's that food, car or fashion company logo!",Word,Lucerotech LLC,4.67694
39846,39846,a1489,b3243,Hi Guess the Basketball Star,Trivia,HI STUDIO LIMITED,4.2,Guess The Footballer - Soccer,Sports,Wubu Apps Limited,4.68966
39879,39879,a1482,b3244,Guess the GIF,Trivia,"Random Logic Games, LLC",4.3,Guess the Logos (World Brands and Logo Trivia Quiz Game),Word,"MigoApps, LLC",4.53332
39886,39886,a1504,b3244,Guess The Emoji,Word,"Random Logic Games, LLC",4.4,Guess the Logos (World Brands and Logo Trivia Quiz Game),Word,"MigoApps, LLC",4.53332
39898,39898,a1501,b3244,Guess the Word,Word,"Random Logic Games, LLC",4.2,Guess the Logos (World Brands and Logo Trivia Quiz Game),Word,"MigoApps, LLC",4.53332
39911,39911,a1299,b3245,Jurassic World\u2122: The Game,Simulation,Ludia Inc.,4.1,Pic the Song - Music Puzzle Game,Music,"Juxta Labs, Inc",4.18182
39922,39922,a1840,b3245,Bubble Hunt - puzzle game,Puzzle,Cross Field Inc.,3.8,Pic the Song - Music Puzzle Game,Music,"Juxta Labs, Inc",4.18182
39925,39925,a1487,b3246,Word Academy,Word,Scimob,4.4,Word Academy ,Trivia,Scimob,2666 Ratings
39942,39942,a684,b3247,Cars & Trucks Puzzle for Kids,Puzzle,Pixel Envision Ltd.,3.7,WordNerd - The picture puzzle game for word nerds,Word,Poptacular Ltd,2.90909
39994,39994,a1499,b3248,Pictoword: Word Guessing Games,Word,Kooapps LLC,4.7,Survey Solver ~ a word feud style family tv guessing game,Word,"Candywriter, LLC",4.61428
40102,40102,a3648,b3253,Popping Wrap Game Free,Simulation,DPoisn LLC,2.8,FREE Hangman: The Ultimate Hang Man Challenge Game,Trivia,Boy Howdy Technology LLC,4.71429
40157,40157,a231,b3256,Infinite Word Search Puzzles,Word,"Random Logic Games, LLC",4.4,Word Search Little Books,Puzzle,"SmartyPantsCoding, LLC",4.84138
40180,40180,a1520,b3259,Guess The Movie \u00ae - Full,Trivia,June Software Inc,4.5,Stump Riddles - Guess the Word! Challenging Rebus Puzzles &amp; Brain Teasers,Trivia,"MuseWorks, Inc.",4
40207,40207,a1129,b3263,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,A College Girl &amp; Campus Life Story: superstar romance and episode social dating sim games for teen,Word,App Mania LLC,3.85094
40218,40218,a3622,b3263,Shapes and Colors for babies,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.5,A College Girl &amp; Campus Life Story: superstar romance and episode social dating sim games for teen,Word,App Mania LLC,3.85094
40220,40220,a3625,b3263,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,A College Girl &amp; Campus Life Story: superstar romance and episode social dating sim games for teen,Word,App Mania LLC,3.85094
40284,40284,a3086,b3267,Logic Puzzles - Brain Fun,Word,Egghead Games,4.4,Logic Puzzles - Classic Logic Grid Problems,Puzzle,Egghead Games LLC,4.125
40286,40286,a3135,b3267,Quick Logic Puzzles,Word,Egghead Games,3.8,Logic Puzzles - Classic Logic Grid Problems,Puzzle,Egghead Games LLC,4.125
40287,40287,a3134,b3267,Logic Problems - Classic!,Word,Egghead Games,3.6,Logic Puzzles - Classic Logic Grid Problems,Puzzle,Egghead Games LLC,4.125
40329,40329,a182,b3271,Free Word Search Puzzles,Word,Devarai Wordplay,4.2,Free Word Search Puzzles,Word,Devarai,4.36774
40357,40357,a1726,b3277,2048 Number puzzle game,Puzzle,Estoty Entertainment LLC,4.4,Pics &amp; Pieces ~ addicting puzzle game,Word,"Candywriter, LLC",4.69444
40366,40366,a2624,b3278,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,Close Up Christmas Quiz - Free Xmas Trivia Games,Mediaflex Games,Mediaflex Games,4.21311
40369,40369,a2306,b3278,Best Dress Up and Makeup Games,Casual,Best Girls Dress Up Makeup and Nail Manicure Games,3.8,Close Up Christmas Quiz - Free Xmas Trivia Games,Mediaflex Games,Mediaflex Games,4.21311
40408,40408,a1586,b3284,Dots: A Game About Connecting,Casual,"Playdots, Inc.",4.1,Scattergories: A fast-thinking game of categories,Word,Magmic Inc.,4.66667
40415,40415,a1005,b3284,Game of War - Fire Age,Strategy,"Machine Zone, Inc.",3.9,Scattergories: A fast-thinking game of categories,Word,Magmic Inc.,4.66667
40420,40420,a1488,b3285,4 Pics 1 Word Puzzle Plus,Word,Second Gear Games,4.4,4 Pics 1 Word Puzzle: What's That Word?,Games,Second Gear Games,4.46281
40473,40473,a25,b3294,Wordox The Word Snatcher,Word,IsCool Entertainment,4.3,Wordox The Word Snatcher,Entertainment,IsCool Entertainment,3321 Ratings
40480,40480,a24,b3295,Word Wall - Association Game,Word,MochiBits,4,Word Wall - A challenging and fun word association brain game,Reference,"MochiBits, LLC",2.97222
40484,40484,a183,b3295,Word to Word: Association Game,Word,MochiBits,4.3,Word Wall - A challenging and fun word association brain game,Reference,"MochiBits, LLC",2.97222
40528,40528,a1726,b3298,2048 Number puzzle game,Puzzle,Estoty Entertainment LLC,4.4,Word Jewels 2 Wordsearch Crossword Puzzle Game!,Education,Boy Howdy Technology LLC,4.69998
40530,40530,a1791,b3298,R. Physics Puzzle Game,Puzzle,Cybergate Technology Limited,4.2,Word Jewels 2 Wordsearch Crossword Puzzle Game!,Education,Boy Howdy Technology LLC,4.69998
40538,40538,a267,b3302,Languinis: Word Puzzles,Word,Game Alliance,4.6,Languinis: Word Puzzle Challenge,Word,Game Alliance,4.88
40548,40548,a1586,b3305,Dots: A Game About Connecting,Casual,"Playdots, Inc.",4.1,Quizzitive A Merriam-Webster Word Game,Educational,"Merriam-Webster, Inc.",4.55622
40549,40549,a126,b3305,PowerVocab Word Game,Educational,Trymph Inc.,3.9,Quizzitive A Merriam-Webster Word Game,Educational,"Merriam-Webster, Inc.",4.55622
40641,40641,a1482,b3312,Guess the GIF,Trivia,"Random Logic Games, LLC",4.3,Guess What's the Emoji Icon - Word Quiz Game!,Games,Fancy Quiz Games,4
40642,40642,a1484,b3312,Guess The Movie & Character,Trivia,Guess The Movie Logo Quiz Games,4.1,Guess What's the Emoji Icon - Word Quiz Game!,Games,Fancy Quiz Games,4
40649,40649,a1503,b3312,Emoji Quiz,Trivia,Mangoo Games,4.4,Guess What's the Emoji Icon - Word Quiz Game!,Games,Fancy Quiz Games,4
40650,40650,a1504,b3312,Guess The Emoji,Word,"Random Logic Games, LLC",4.4,Guess What's the Emoji Icon - Word Quiz Game!,Games,Fancy Quiz Games,4
40651,40651,a1508,b3312,Guess The Movie Quiz,Trivia,bubble quiz games,4.1,Guess What's the Emoji Icon - Word Quiz Game!,Games,Fancy Quiz Games,4
40655,40655,a1537,b3312,Guess The Song - Music Quiz,Trivia,S Quiz It!,4.2,Guess What's the Emoji Icon - Word Quiz Game!,Games,Fancy Quiz Games,4
40657,40657,a1501,b3312,Guess the Word,Word,"Random Logic Games, LLC",4.2,Guess What's the Emoji Icon - Word Quiz Game!,Games,Fancy Quiz Games,4
40707,40707,a24,b3318,Word Wall - Association Game,Word,MochiBits,4,Word Stack : A word association brain game,Word,"MochiBits, LLC",4.55147
40711,40711,a183,b3318,Word to Word: Association Game,Word,MochiBits,4.3,Word Stack : A word association brain game,Word,"MochiBits, LLC",4.55147
40864,40864,a3648,b3327,Popping Wrap Game Free,Simulation,DPoisn LLC,2.8,Doodle With Buddies : Fun Social Multi-player Drawing and Guessing Free Addicting Game to Play Family and Friends,Board,"RoboNacho Systems, LLC",3.36095
40889,40889,a3143,b3329,What am I? - Little Riddles,Word,ThinkCube Inc.,4,What am I? - riddles,Puzzle,ThinkCube Inc.,4.30597
40908,40908,a178,b3334,Vocabulary Builder,Educational,Magoosh,4.3,Vocabulary Builder from Magoosh,Education,Magoosh,4.64691
40918,40918,a1844,b3335,Lucky Wheel,Puzzle,DOTS Studio,4.4,Amazing Wheel - Word and Phrase Quiz for Lucky Fortune Wheel,Trivia,AppAsia Studio Sdn Bhd,2.75
40944,40944,a3086,b3343,Logic Puzzles - Brain Fun,Word,Egghead Games,4.4,Word Trek - WordTrek Brain game &amp; Word puzzles,Word,PlaySimple Games Pte Ltd,4.49123
40951,40951,a231,b3343,Infinite Word Search Puzzles,Word,"Random Logic Games, LLC",4.4,Word Trek - WordTrek Brain game &amp; Word puzzles,Word,PlaySimple Games Pte Ltd,4.49123
40953,40953,a307,b3343,Brain It On! - Physics Puzzles,Puzzle,Orbital Nine Games,4.5,Word Trek - WordTrek Brain game &amp; Word puzzles,Word,PlaySimple Games Pte Ltd,4.49123
40962,40962,a1726,b3346,2048 Number puzzle game,Puzzle,Estoty Entertainment LLC,4.4,Alphabear: Word Puzzle Game,Word,"Spry Fox, LLC",4.75908
40988,40988,a1504,b3349,Guess The Emoji,Word,"Random Logic Games, LLC",4.4,What's the Emoji? - Emoji Games,Candywriter,"Candywriter, LLC",4.5122
41159,41159,a18,b3360,Word Streak-Words With Friends,Word,Zynga,4.5,Hanging With Friends,Word,Zynga Inc.,53844 Ratings
41160,41160,a1559,b3360,Chess With Friends Free,Board,Zynga,4.3,Hanging With Friends,Word,Zynga Inc.,53844 Ratings
