"ID","name","category","developer","rating"
"b890","Plants vs. Zombies 2","Strategy","PopCap","4.40909"
"b891","The Sims FreePlay","Simulation","Electronic Arts","4.22563"
"b892","Temple Run 2","Adventure","Imangi Studios, LLC","4.04082"
"b893","White Tiles 4: Piano Master (All mini games in 1)","Music","Brighthouse","4.33507"
"b894","Call of Mini Zombies","Action","Triniti Interactive Limited","4.57477"
"b895","Spinny Circle","Arcade","Squad Social LLC","4.08642"
"b896","Giant Boulder of Death","Action","[adult swim]","4.50877"
"b897","StarDunk - Online Basketball in Space","Entertainment","Playdigious","4.28181"
"b898","The Line Zen","Arcade","Ketchapp","4.38208"
"b899","Pick-Up Sticks","Arcade","Speedy Winner Holdings Limited","3.97872"
"b900","Smashy Road: Arena","Entertainment","Bearbit Studios B.V.","4.5"
"b901","Gravity Guy FREE!","Arcade","Miniclip.com","4.12123"
"b902","The Maze Runner ","Action","PikPok","4.50255"
"b903","Paper Glider","Simulation","Neon Play","3.61833"
"b904","GameTime Football with Mike Vick : A Real Quarterback Sports Game","Games","KBJ Games","4.13757"
"b905","Sonic Dash 2: Sonic Boom","Arcade","SEGA","4.48235"
"b906","Lep's World 3","Arcade","nerByte GmbH","10784 Ratings"
"b907","Asphalt Xtreme: Offroad Racing","Racing","Gameloft","4.48592"
"b908","Kitchen Scramble: Cooking Game","Arcade","RockYou, Inc.","3.28571"
"b909","Fist of Fury","Arcade","Happymagenta UAB","4.41667"
"b910","Pirate Kings","Adventure","Jelly Button Games Ltd","3.46429"
"b911","Flight Alert : Impossible Landings Flight Simulator by Fun Games For Free","Arcade","Fun Games For Free","4.79976"
"b912","The Impossible Game Lite","Music","FlukeDude Ltd","3.57134"
"b913","ArcherWorldCup3 - Archery game","Entertainment","LitQoo Inc.","4.4494"
"b914","Bowmasters - Top Multiplayer Bowman Game","Action","Playgendary","4.75793"
"b915","Sniper Fury: best mobile shooter game fun &amp; free","Arcade","Gameloft","4.41026"
"b916","Amazing Ninja","Entertainment","Ketchapp","4.28576"
"b917","Shopkins World!","Entertainment","Mighty Kingdom","4.12821"
"b918","Swing","Arcade","Ketchapp","4.56759"
"b919","Pineapple Pen","Action","Ketchapp","4.51761"
"b920","Agent Dash","Action","Full Fat","4.29267"
"b921","Fruit Pop!","Arcade","Metamoki Inc.","3.51724"
"b922","Zombieville USA Lite","Entertainment","Mika Mobile, Inc.","3.82217"
"b923","Mini Golf Stars! Retro Golf Game","Sports","Game Masons, LLC","9044 Ratings"
"b924","Doodle Army Boot Camp","Entertainment","Chad Towns","4.17016"
"b925","Angry Birds Seasons","Action","Rovio Entertainment Ltd","3.88909"
"b926","Pinball HD Collection","Simulation","OOO Gameprom","4.17526"
"b927","Cookie Bird FREE - Feat. Flappy Cute Mode For Kids","Arcade","Markku Virtanen","4.33333"
"b928","Stupid Zombies 2 Free","Action","GameResort LLC","4.21812"
"b929","Streaker Run","Action","Fluik","4.23944"
"b930","Blocky Football - Endless Arcade Runner","Sports","Full Fat","4.57498"
"b931","PBA Bowling Challenge","Arcade","Concrete Software, Inc.","4.4569"
"b932","My Country: build your dream city HD","Arcade","Game Insight","3.99757"
"b933","Skyward","Entertainment","Ketchapp","4.41268"
"b934","Zombie Tsunami","Entertainment","Mobigame","4.44444"
"b935","Diner Dash","Entertainment","Glu Games Inc","3.84479"
"b936","Bottle Flip!","Action","Ketchapp","4.37904"
"b937","Tap Tap Dash","Action","Cheetah Technology Corporation Limited","4.3624"
"b938","Galaga 30th Collection","Entertainment","BANDAI NAMCO Entertainment America Inc.","3.96721"
"b939","Rodeo Stampede - Sky Zoo Safari","Action","Featherweight Games Pty Limited","4.71429"
"b940","Falldown 3D","Simulation","Applidium","4.01961"
"b941","ff","Arcade","General Adaptive Apps Pty Ltd","4.01464"
"b942","Farm Heroes Super Saga","Arcade","King","4.56379"
"b943","Sketchman","Entertainment","Miniclip.com","4.29317"
"b944","NBA JAM by EA SPORTS","Entertainment","Electronic Arts","3.59003"
"b945","Monster Dash","Arcade","Halfbrick Studios","4.26905"
"b946","Geometry Dash","Entertainment","RobTop Games AB","4.65561"
"b947","Timberman","Arcade","DIGITAL MELODY GAMES KITAJEWSKI I STALEWSKI SPOLKA JAWNA","4.36134"
"b948","Red Ball","Entertainment","Michael Friedman","3.33333"
"b949","GyroSphere Trials","Arcade","Pronetis","3.52381"
"b950","Guncrafter","Action","Naquatic LLC","4.60212"
"b951","NinJump Deluxe: An Endless Ninja Runner","Arcade","Backflip Studios","4.27745"
"b952","Juice Jam","Puzzle","SGN","4.69564"
"b953","Hair Plucker","Games","Moxy Games","3.48485"
"b954","Flappy Golf","Entertainment","Noodlecake Studios Inc","4.54877"
"b955","Police Chase Smash","Racing","Hesham Ahmed Kamal","4.45454"
"b956","Hardest Game Ever - 0.02s","Action","Orangenose Studios","4.64747"
"b957","Steppy Pants","Arcade","Super Entertainment","4.33962"
"b958","Banana Kong","Arcade","FDG Mobile Games GbR","4.46567"
"b959","Star Warfare:Alien Invasion","Games","Freyr Games","4.45885"
"b960","Geometry Dash World","Entertainment","RobTop Games AB","4.32141"
"b961","Mr. Crab","Entertainment","Illusion Labs","3.84699"
"b962","Doodle Army 2 : Mini Militia - Online Multiplayer","Action","Chad Towns","4.5"
"b963","Vector for iPhone Free","Games","Nekki Games","4.33483"
"b964","Don't Touch The Spikes","Arcade","Ketchapp","4.45267"
"b965","PITFALL!","Adventure","Activision Publishing, Inc.","4.10325"
"b966","Angry Birds Star Wars","Action","Rovio Entertainment Ltd","4.13737"
"b967","Stickman Cliff Diving","Action","Djinnworks GmbH","4.18828"
"b968","Car Race by Fun Games For Free","Racing","Fun Games For Free","4.60419"
"b969","Angry Birds","Arcade","Rovio Entertainment Ltd","3.67521"
"b970","LightBike 2","Racing","Pankaku Inc.","3.7972"
"b971","Spider Monkey - Addictive Physics Based Game","Games","Top Free Games","4.32353"
"b972","Rail Rush","Arcade","Miniclip.com","4.375"
"b973","Airplane!","Arcade","Quantum Design Group","4.36777"
"b974","Rope'n'Fly 3 - From Dusk Till Dawn","Action","Djinnworks GmbH","4.19875"
"b975","World Craft HD","Arcade","Engin Yildiz","2.73913"
"b976","Flick Kick Field Goal Kickoff","Arcade","PikPok","4.12361"
"b977","Fit the Fat","Sports","FIVE BITS, INC.","3.16198"
"b978","StickWars Lite","Entertainment","John E. Hartzog","3.68586"
"b979","Shooting Showdown","Arcade","Naquatic LLC","4.13572"
"b980","The Line","Entertainment","Ketchapp","3.71963"
"b981","Swamp Attack","Arcade","Outfit7 Limited","4.71298"
"b982","Zombie Gunship: Gun Down Zombies","Action","Limbic Software","4.70382"
"b983","Overkill","Action","Craneballs s.r.o.","4.10964"
"b984","Ski On Neon","Entertainment","Esoteric Development","2.90909"
"b985","Extreme Road Trip","Games","Roofdog Games","4.06557"
"b986","World Craft - Epic Dream Island","Games","Bunbo Games","2.97268"
"b987","Beat the Boss 3","Action","Game Hive Corp.","4.53934"
"b988","Diamond Digger Saga","Arcade","King","4.60526"
"b989","Inside Out Thought Bubbles","Puzzle","Disney","21476 Ratings"
"b990","Line Runner","Arcade","Djinnworks GmbH","3.83401"
"b991","Flight Pilot Simulator 3D: Flying Game For Free","Simulation","Fun Games For Free","4.5734"
"b992","Disney Emoji Blitz","Arcade","Disney","4.42299"
"b993","Fishing Kings Free+","Entertainment","Gameloft","4.75183"
"b994","Angry Birds Blast","Puzzle","Rovio Entertainment Ltd","4.62446"
"b995","Cooking Dash","Entertainment","Glu Games Inc","3.96429"
"b996","Daddy Long Legs","Arcade","Set Snail","4.3526"
"b997","Angry Gran","Entertainment","AceViral.com","4.42351"
"b998","PapiJump","Entertainment","Yohei Iwasaki","4.33333"
"b999","LEGO Juniors Create &amp; Cruise","Educational","LEGO Systems, Inc","3.80247"
"b1000","Faily Brakes","Action","Spunge Games Pty Ltd","4.17985"
"b1001","Papa Pear Saga","Puzzle","King","19818 Ratings"
"b1002","Arcade Hoops Basketball Free","Entertainment","Skyworks","3.52301"
"b1003","War Robots","Action","Pixonic LLC","4.63216"
"b1004","FallDown! 2","Action","Hannes Jensen","4.36857"
"b1005","Iron Force","Arcade","Chillingo Ltd","3.95538"
"b1006","Extreme Road Trip 2","Games","Roofdog Games","4.44329"
"b1007","Angry Birds Friends","Arcade","Rovio Entertainment Ltd","4.47857"
"b1008","Scoops - Build &amp; Match Food Free","Entertainment","NimbleBit LLC","4.4012"
"b1009","Candy Blast Mania","Puzzle","Storm8 Studios","4.05195"
"b1010","Ironpants","Arcade","UAB \"Applava\"","3.0"
"b1011","Smash Dude","Entertainment","Firezoo Ltd","4.51955"
"b1012","Trials Frontier","Racing","Ubisoft","3.56364"
"b1013","Circle","Arcade","Ketchapp","4.37147"
"b1014","Mega Run - Redford's Adventure","Games","Get Set Games","4.19432"
"b1015","Atari's Greatest Hits","Action","Atari","2.34805"
"b1016","Hardest Game Ever 2","Entertainment","Orangenose Studios","4.7181"
"b1017","Lep's World Free - best platformer games","Arcade","nerByte GmbH","4.35672"
"b1018","Amazing Thief","Action","Ketchapp","4.10172"
"b1019","Stupidness 2","Arcade","Orangenose Studios","4.20955"
"b1020","Looney Tunes Dash!","Action","Zynga Inc.","3.98795"
"b1021","Spider-Man Unlimited","Action","Gameloft","4.2458"
"b1022","Flappy Wings - FREE","Action","Green Chili Games UG (haftungsbeschrankt)","4.43366"
"b1023","Crazy Taxi City Rush","Arcade","SEGA","4.52733"
"b1024","Bowling King","Arcade","Miniclip.com","4.3913"
"b1025","PinOut!","Action","Mediocre AB","4.22168"
"b1026","Prize Claw","Entertainment","Game Circus LLC","4.33459"
"b1027","Robot Unicorn Attack 2","Arcade","[adult swim]","4.28"
"b1028","Tiny Wings","Arcade","Andreas Illiger","4.56647"
"b1029","Traffic Rider","Entertainment","Soner Kara","4.47457"
"b1030","Gun Bros","Arcade","Glu Games Inc","4.41158"
"b1031","World Cup Table Tennis Free","Arcade","Skyworks","3.97977"
"b1032","Bubble Witch Saga","Arcade","King","4.0284"
"b1033","CSR Classics","Entertainment","NaturalMotion","4.47463"
"b1034","Angry Birds POP! - Bubble Shooter","Puzzle","Rovio Entertainment Ltd","4.32645"
"b1035","Ninja Kid Run VR: Runner &amp; Racing Games For Free","Arcade","Fun Games For Free","4.62913"
"b1036","Spiral","Action","Ketchapp","3.59901"
"b1037","Into the Dead","Action","PikPok","4.75624"
"b1038","Soccer Stars","Sports","Miniclip.com","4.32667"
"b1039","101-in-1 Games !","Entertainment","Nordcurrent","4.5128"
"b1040","Beat the Boss","Action","Game Hive Corp.","3.94629"
"b1041","Head Soccer","Sports","D&amp;D Dream Corp.","4.77953"
"b1042","Angry Birds Star Wars Free","Arcade","Rovio Entertainment Ltd","3.9294"
"b1043","Mini Golf MatchUp","Sports","Scopely","4.11082"
"b1044","Disney Crossy Road","Arcade","Disney","4.55753"
"b1045","PAC-MAN 256 - Endless Arcade Maze","Action","BANDAI NAMCO Entertainment Europe","4.57555"
"b1046","Mr Jump","Arcade","1Button SARL","4.40941"
"b1047","Pop the Lock","Arcade","Simple Machine, LLC","4.15011"
"b1048","Cube Runner","Arcade","Andy Qua","4.37374"
"b1049","Pool","Arcade","DoraLogic","4.8"
"b1050","Talking Tom Gold Run","Action","Outfit7 Limited","4.1986"
"b1051","Real Basketball","Sports","Mobil Interaktif","4.66216"
"b1052","Drag Racing Classic","Racing","Creative Mobile","4.32704"
"b1053","Little Dentist - kids games &amp; game for kids","Family","George CL","4.83333"
"b1054","Racing in Car","Arcade","Caner Kara","4.17924"
"b1055","Angry Birds Rio","Puzzle","Rovio Entertainment Ltd","3.925"
"b1056","Hungry Shark World","Action","Ubisoft","4.41132"
"b1057","Paper Toss Boss","Arcade","Backflip Studios","4.69332"
"b1058","Racing Rivals","Racing","Glu Games Inc","3.39881"
"b1059","GunApp","Action","Mobile Dev Group LLC","4.51196"
"b1060","Stupid Zombies Free: Gun Shooting Fun","Entertainment","GameResort LLC","4.82099"
"b1061","Angry Birds Star Wars II","Action","Rovio Entertainment Ltd","4.42187"
"b1062","Geometry Dash Meltdown","Arcade","RobTop Games AB","4.74469"
"b1063","Diamond Dash","Arcade","wooga","4.39623"
"b1064","Jelly Splash","Puzzle","wooga","4.66667"
"b1065","Jelly Jump","Action","Ketchapp","4.42035"
"b1066","Traffic Racer","Arcade","Soner Kara","4.26722"
"b1067","Twist","Action","Ketchapp","4.26007"
"b1068","Ant Smasher Christmas - a Free Game by the Best, Cool &amp; Fun Games","Gustavo Schvartsman","Gustavo Schvartsman","3.55137"
"b1069","100 Balls","Action","Giedrius Talzunas","3.98643"
"b1070","Jewel Mania","Entertainment","Storm8 Studios","4.1612"
"b1071","FallDown!","Action","Hannes Jensen","4.26424"
"b1072","Bubble Witch 2 Saga","Arcade","King","4.425"
"b1073","CSR Racing 2","Entertainment","NaturalMotion","4.75474"
"b1074","Stick Hero","Arcade","Ketchapp","4.22409"
"b1075","Flip Diving","Arcade","Miniclip.com","3.62992"
"b1076","Dots: A Game About Connecting","Arcade","Playdots, Inc.","4.36351"
"b1077","Pimple Popper Lite","Games","Room Candy Games","3.45763"
"b1078","Candy Crush Jelly Saga","Puzzle","King","4.46666"
"b1079","Trigger Fist","Entertainment","Lake Effect Applications","4.52344"
"b1080","Splashy Fish - Adventure of Flappy Tiny Bird Fish","Entertainment","redBit games","4.16667"
"b1081","Mega Jump","Games","Get Set Games","4.15164"
"b1082","Cookie Jam","Puzzle","SGN","4.4112"
"b1083","Beat the Boss 2","Action","Game Hive Corp.","4.71692"
"b1084","Fruit Ninja","Arcade","Halfbrick Studios","4.14156"
"b1085","Six!","Puzzle","GramGames","4.34496"
"b1086","Glow Hockey 2 FREE","Sports","Natenai Ariyatrakool","3.76018"
"b1087","Coin Dozer","Entertainment","Game Circus LLC","4.80797"
"b1088","Hill Climb Racing 2","Entertainment","Fingersoft","4.68943"
"b1089","Action Bowling Free","Games","Kronos Games","2.82456"
"b1090","NinJump","Arcade","Backflip Studios","4.11503"
"b1091","Doodle Jump FREE - BE WARNED: Insanely addictive","Arcade","Lima Sky","4.23076"
"b1092","Highway Rider","Inc.","Battery Acid Games, Inc.","4.12847"
"b1093","Toy Blast","Games","Peak Games","4.71612"
"b1094","ZigZag","Arcade","Ketchapp","4.23898"
"b1095","Angry Birds Go!","Arcade","Rovio Entertainment Ltd","3.55211"
"b1096","Smashy Road: Wanted","Entertainment","Bearbit Studios B.V.","4.24044"
"b1097","Bubble Mania","Arcade","Storm8 Studios","4.12659"
"b1098","Panda Pop","Puzzle","SGN","4.36397"
"b1099","Pet Rescue Saga","Arcade","King","4.79629"
"b1100","Sky Burger - Build &amp; Match Food Free","Arcade","NimbleBit LLC","4.15494"
"b1101","Sniper Shooter: Stickman Shooting Game For Free","Arcade","Fun Games For Free","4.56944"
"b1102","Touch Hockey: FS5 (FREE)","Sports","FlipSide5, Inc.","3.98086"
"b1103","Farm Heroes Saga","Entertainment","King","4.66667"
"b1104","Sniper 3D Assassin: Shoot to Kill Game For Free","Action","Fun Games For Free","4.88959"
"b1105","aa","Strategy","General Adaptive Apps Pty Ltd","4.0362"
"b1106","Paper.io","Arcade","Voodoo","3.61866"
"b1107","Stack","Entertainment","Ketchapp","4.43377"
"b1108","Geometry Dash Lite","Arcade","RobTop Games AB","4.49073"
"b1109","Piano Tiles (Don't Tap The White Tile)","Entertainment","Cheetah Technology Corporation Limited","4.22947"
"b1110","Smash Hit","Entertainment","Mediocre AB","4.57493"
"b1111","Hungry Shark Evolution","Arcade","Future Games of London","4.61422"
"b1112","Asphalt 8: Airborne","Racing","Gameloft","4.59814"
"b1113","Paper Toss","Entertainment","Backflip Studios","4.18966"
"b1114","Piano Tiles 2(Don't Tap The White Tile 2)","Arcade","Cheetah Technology Corporation Limited","4.65913"
"b1115","Racing Penguin Free - Top Flying and Diving Game","Games","Top Free Games","4.38982"
"b1116","Cooking Fever","Entertainment","Nordcurrent","4.47968"
"b1117","PAC-MAN Lite","Arcade","BANDAI NAMCO Entertainment America Inc.","508487 Ratings"
"b1118","Candy Crush Soda Saga","Arcade","King","4.35701"
"b1119","CSR Racing","Racing","NaturalMotion","4.40925"
"b1120","Color Switch","Games","Fortafy Games","4.27886"
"b1121","Trivia Crack","Family","Etermax","3.79339"
"b1122","Hay Day","Simulation","Supercell","4.46651"
"b1123","PAC-MAN Lite","Arcade","BANDAI NAMCO Entertainment America Inc.","508487 Ratings"
"b1124","Crossy Road - Endless Arcade Hopper","Arcade","HIPSTER WHALE","4.44322"
"b1125","Despicable Me: Minion Rush","Entertainment","Gameloft","4.53078"
"b1126","Draw Something Free","Word","OMGPOP","4.13514"
"b1127","Checkers Free","Entertainment","Optime Software LLC","3.89353"
"b1128","Sky Burger - Build &amp; Match Food Free","Arcade","NimbleBit LLC","4.15494"
"b1129","Tic Tac Toe Free","Entertainment","Optime Software LLC","3.82728"
"b1130","My Talking Tom","Entertainment","Outfit7 Limited","4.26376"
"b1131","Where's My Water? Free","Puzzle","Disney","3.97597"
"b1132","My Cake Shop HD - Cake Maker Game","Family","LAI SYSTEMS, LLC","4.05276"
"b1133","Libii Dentist","Family","Libii Tech Limited","3.84868"
"b1134","Action Craft","Dice","Mega Rock, LLC","3.81395"
"b1135","City Traffic Car Driving Parking Career Simulator","Racing","Mustafa Er","4.33846"
"b1136","Roofbot: Puzzler On The Roof","Adventure","Double Coconut LLC","4.4767"
"b1137","Piano Tiles - 4 : Real Cash Multiplayer Tournaments","Music","LONGFEI JIN","4.54153"
"b1138","JetPig Joyride : One Bad Pig with a JetPack!","Music","DartFrog llc","1.93103"
"b1139","Spot for Selena Gomez","Board","EverPic","4.27273"
"b1140","High Speed Racing 3D: Unreal Cop Smash","Music","Koto media","3.40678"
"b1141","O2Jam U","Arcade","MOMO Corporation","4.53548"
"b1142","Planet Quest","Arcade","OutOfTheBit Ltd","4.96429"
"b1143","Santoor","Music","Amir Kamali","2.625"
"b1144","Dubstep Dubpad 2 - Electronic Music Sampler","Music","FAD Games LLC","4.11111"
"b1145","Me for Louis Tomlinson","Family","EverPic","4.57143"
"b1146","Auto Police Fast Speed 3D Car Chase - Free Racing Game","Games","Sixfeed Games","3.77027"
"b1147","Epic Orchestra","Music","Nick Culbertson","4.4"
"b1148","Kiss: One Direction Edition","Music","EverPic","4.03845"
"b1149","M.A.S.H. Easter","Music","teatime media","4.05263"
"b1150","Tiny Monk Fight - Play Free 8-bit Retro Pixel Fighting Games","Vladimir Mymrik","Vladimir Mymrik","4.27472"
"b1151","Electronic Music Hero","Family","Siroco Venture","2.35713"
"b1152","Fashion Dress Up Games for Girls and Adults FREE","Trivia","Nimmanoradee Ketdecha","1007 Ratings"
"b1153","Block Sandbox World Construct","Educational","Ding Fan","3.66667"
"b1154","Cytus","Arcade","Rayark International Limited","4.82498"
"b1155","QuizStone Justin Bieber Quiz Edition - Free Justin Bieber Quiz for all Beliebers!","Music","QuizStone ApS","4.73332"
"b1156","3D Parkour Freestyle Action Racing - Top Cool Rockstar Game For Awesome Boys Free","Music","uTappz Mobile Development LLC","4.31529"
"b1157","WICKED: The Game","Puzzle","505 Games (US), Inc.","4.31764"
"b1158","Groove Planet - Rhythm Clicker with your Songs","Music","Animoca Brands","604 Ratings"
"b1159","LEGO Friends Music Maker","Entertainment","LEGO Systems, Inc","4.43564"
"b1160","SLOTS: Jason Aldean FREE Slot Machines","Music","Ghost Town Slots LLC","4.75614"
"b1161","Jump on piano stack","Entertainment","Veronika Sushchevych","3.83178"
"b1162","DancePad : Hottest Music Maker for Hip Hop and EDM","Music","FAD Games LLC","3.71429"
"b1163","Harlem Shake Massacre","Music","Psycho Bear Studios","4.20253"
"b1164","Snow White Cafe","Games","Basalt Games","4.28767"
"b1165","Star Girl: Spooky Styles","Music","Star Girl Apps","4.36362"
"b1166","Princess Unicorn - Day Race in Hay Forest","Family","MTree Enterprises LLC","3.5045"
"b1167","01 Zombie Gore Sniper Shooter Game - Assassin Killing Hitman Shooting Games For Free","Music","uTappz Mobile Development LLC","4.18656"
"b1168","Rhythm Control 2","Music","Daikon Media AB","4.64333"
"b1169","Baby's Lullabies Music Box Set (from Happy-Touch Apps and Games for Kids)","Family","concappt media","28 Ratings"
"b1170","One More Bounce","Puzzle","SMG Studio","4.42222"
"b1171","Piano Master FREE","Music","B77 ENTERTAINMENT SRL","3.58333"
"b1172","Flying Bunny Top - by \"Best Free Addicting Games\"","Music","Evaldo Rossi","4.58824"
"b1173","Hungry Dive Attack - Shark Hunter Evolution","Sports","Reda Benkirane","3.42105"
"b1174","Duck Hunting Shoot-ing Adventure Season 2014 - By Big Game Animal Hunt-er &amp; Fish-ing for free","Music","jef nielsen","4.25328"
"b1175","Pony Unicorn Memo Memories Matching Learning Kids Games for Girls and Toddlers","Education","Irina Schens","3.50658"
"b1176","Cube Skip","Music","Umbrella Games LLC","4.16129"
"b1177","A Bike Race of Ninja Temple - Free Racing Game HD","Racing","Mega Rock, LLC","3.89157"
"b1178","Song Duel - Guess the songs and artists! Multiplayer music trivia game.","Entertainment","W8 LLC","3.23529"
"b1179","inReverse Party Game Lite - Backwards Karaoke","Family","Silent Media","3.8"
"b1180","SongPop Party - Music Quiz","Music","FreshPlanet Inc.","2.77778"
"b1181","Country Music Quiz: Cowboy &amp; Rodeo Songs!","Trivia","Celso Zlochevsky","4.54776"
"b1182"," ","Music","TapNext","4.47957"
"b1183","Kitchen Craze: World Cooking Chef Fever","Entertainment","FlowMotion Entertainment: Top Free Fun Addictive Cool Games Inc","4.64669"
"b1184","Simon Says Brain Trainer (color music game) HD Free","Music","Evgeny EGOROV","3.88584"
"b1185","Guess The Music Artist - Free Quiz Game About Singers And Bands","Music","Wubu Apps Limited","4.44554"
"b1186","Skate Escape - by Top Addicting Games Free Apps","Music","Evaldo Rossi","4.05881"
"b1187","TicToc Pic: One Direction Edition of the Ultimate 1D Harry Styles Photo Fan Club Quiz Game","Entertainment","Quicksand Playground","3.48077"
"b1188","Free Solitaire Games","Best Free and Fun Games","Best Free and Fun Games, LLC","3.73913"
"b1189","Bubble Shooter Wars Free - time travel adventure mania","Adventure","Eldis Pty Ltd","4.08739"
"b1190","Free Robot Voice Transformer","Music","Better Day Wireless, Inc.","2.6243"
"b1191","The Real DJ - Rhythm Game","Music","Float32 Inc","3.77333"
"b1192","Dubstep DubPad - ( Skrillex like )","Music","FAD Games LLC","4.48"
"b1193","BEAT MP3 2.0 - Rhythm Game","Music","CREAPPTIVE Inc.","4.04"
"b1194","Find: Justin Bieber Edition","Photo & Video","EverPic","4.35897"
"b1195","Orbits","Music","Turbo Chilli Pty Ltd","4.7835"
"b1196","jukebeat","Arcade","KONAMI","4.33333"
"b1197","3D Derby Race-Car Drifting &amp; Crashing Game - Popular Driving Games For Adult Boys Free","Entertainment","uTappz Mobile Development LLC","4.33394"
"b1198","Candy Car Race - Drive or Get Crush Racing","Racing","Emoticon LLC","3.50709"
"b1199","Girls' Generation SHAKE","Action","dooub inc.","3.87879"
"b1200","Spot for Justin Bieber","Trivia","EverPic","4.48076"
"b1201","Star Spot","Family","EverPic","4.14286"
"b1202","iDaft Jamming - Daft Punk edition","Music","Anders Svendsen","3.16667"
"b1203","Gangnam Santa Game","Entertainment","Psycho Bear Studios","4.37253"
"b1204","Little Miss Beauty Salon: Fashion Doll First Date - Girls Makeover Games","Pocket Princess","Pocket Princess","4.19998"
"b1205","Popscene (Music Industry Sim)","Simulation","MDickie","3.61719"
"b1206","Unreal Speed 3D: Miami Heat Asphalt Racing","Racing","J. Perez","2.98261"
"b1207","Ninja Parkour Dash: Escaping Vector Samurai &amp; Jumping Sensei's Banzai &amp; Throw-ing Shurikens","Racing","Oliver Saylor","1.55882"
"b1208","Guess Future Baby Face by Compare Parents Photos","Music","Juan Wang","4.23611"
"b1209","Crazy Bounce!","Board","Storm Factory","4.34483"
"b1210","Selena Gomez Me!","Music","EverPic","3.75"
"b1211","3D Top Action Indian Racing Western Game - Cool Games For Awesome Teenage Boys &amp; Adults Free","Entertainment","uTappz Mobile Development LLC","4.37582"
"b1212","Hangman - Search and Find The Hidden Word Puzzles","Word","zeng weicai","4.52668"
"b1213","Rainbow Rock Tiles - play the free color music tile guitar tabs step game","Board","Eldis Pty Ltd","4.05675"
"b1214","String Rush","Games","Windforce Games","4.29411"
"b1215","Cartoon Celebrity Photo Quiz: Guess The Celeb &amp; Win!","Music","Green Elephant","4.4566"
"b1216","Pocket Piano Song Universe Lite","Educational","Better Day Wireless, Inc.","3.05819"
"b1217","Song Trivia - Music pop quiz","Music","W8 LLC","4.72368"
"b1218","Geometry Tappy - Blocky GyroSphere Jump","Entertainment","Dung Duy Nguyen","4.63265"
"b1219","Cash Me Outside - How Bout Dat","Racing","Jordan Ramzell","2.66667"
"b1220","iSong Quiz Free - Name Songs","Trivia","Imesart S.a.r.l.","3.375"
"b1221","Scene Sounds","Music","American Girl","3.6"
"b1222","Kids Balloon Pop Game - Balloon Popping for Baby","Music","App Family AB","3.58824"
"b1223","Tap Dance Troll Style - Relax with the Best Fun and Cool Free Music Game App for Kids and Family","Music","Asnis Apps","4.11111"
"b1224","A High Speed Crime Chase: The Racing Driving Game HD Free","Racing","Kelvin YE","3.45775"
"b1225","Icon Song Pop Quiz: a 4 pic word game to guess what's that 1 music!","Games","Fancy Quiz Games","3.87"
"b1226","3D Fun Racing Semi-Truck Driving Simulator Game By Top Awesome Trucker Race-Car Games For Teen-s Kid-s &amp; Boy-s For Free","Racing","uTappz Mobile Development LLC","4.26238"
"b1227","Ever After High Charmed Style","Entertainment","Animoca Brands","4.32237"
"b1228","EDM MAKER The Electronic Dance Music Pads","Music","FAD Games LLC","127 Ratings"
"b1229","I Have A Pen","Music","chengwei wu","4.5082"
"b1230","Fun Cleaners - by Top Addicting Games Free Apps","Music","Evaldo Rossi","3.55556"
"b1231","Record Run","Action","Harmonix","3.95455"
"b1232","Music Sound Key - Never Miss A Beat","Music","M San","4.42969"
"b1233","Flappy Game : Original Bird Returns","Music","yan jian","4.15165"
"b1234","Player Piano Plus","Educational","Barrett Productions, LLC","3.46667"
"b1235","Guess the Song: Name that tune music quiz game free","Music","Webstone Oy","3.53535"
"b1236","Dance Booth My singing &amp; dancing tour","Entertainment","Lunagames 2.0","3.28571"
"b1237","My PomPom","Music","Big Blue Bubble","4.10947"
"b1238","Rolling Snake Slither - All Color Worm Skins Free Unlocked","Board","Tra My Nguyen","4.54253"
"b1239","Spot My Celeb! - Find the Difference Celebrity Photo Quiz Game","Music","Green Elephant","4.81651"
"b1240","Gangsta Auto Thief: Hijack Hustle in West-Coast City (Crazy Extreme Chasing Hip-Hop for Adults, Boys, &amp; Kids 12+)","Entertainment","Oliver Saylor","3.14815"
"b1241","Peter Panic","Arcade","[adult swim]","4.0606"
"b1242","M.A.S.H. Royal Wedding","Role Playing","teatime media","3.81818"
"b1243","3D Mega Cute Little Puppy Racing Game - My All New Cool Toy Games For Good Girls Free","Racing","uTappz Mobile Development LLC","4.44503"
"b1244","Turtle Run, Top Racing Free Game","Music","Celso Zlochevsky","4.54922"
"b1245","Pop Star Makeover: Girls Makeup and Dress Up Games","Peachy Games LLC","Peachy Games LLC","3.82353"
"b1246","Supersonic ","Entertainment","Kuuasema","4.29392"
"b1247","A Fun Slender-man Sniper Gore Kill Game By Scary Halloween Shooting &amp; Killing Slender Man For Teen Boys And Kids Games Free","Social Networking","uTappz Mobile Development LLC","4.04455"
"b1248","One More Dash","Music","SMG Studio","4.46014"
"b1249","White Tiles 4 Pro : Piano Master (All games in 1)","Music","Brighthouse","3.94737"
"b1250","Lost in Harmony","Adventure","Digixart Entertainment","3.35714"
"b1251","Just Rolling","Games","Windforce Games","741 Ratings"
"b1252","THEATRHYTHM FINAL FANTASY","Music","SQUARE ENIX INC","2.67232"
